,identity,bankId,description,type,value,dueDate,profitability,risk,acquisitionDate,volumn,ticker,name,total_value,client_name,investment_name,inv_pct,investment_id,client_id
43,xp-Cri-4-99999999991,xp,Cri,Cri,71,2023-12-24,0,25,2020-12-17,9576,,,679896,JOAO,xp-Cri-4,3.3500566147624102,20,97
44,xp-Cri-5-99999999991,xp,Cri,Cri,194,2024-06-15,0,15,2020-09-18,3580,,,694520,JOAO,xp-Cri-5,3.422113558668957,21,97
45,xp-Cri-6-99999999991,xp,Cri,Cri,90,2023-10-10,0,49,2020-12-01,4950,,,445500,JOAO,xp-Cri-6,2.195115461595088,22,97
46,xp-Cri-7-99999999991,xp,Cri,Cri,169,2023-04-14,0,27,2020-09-30,8052,,,1360788,JOAO,xp-Cri-7,6.7050208277285215,23,97
47,xp-Cra-2-99999999991,xp,Cra,Cra,184,2023-06-08,0,43,2020-07-22,9036,,,1662624,JOAO,xp-Cra-2,8.19225959420667,10,97
48,xp-Cra-3-99999999991,xp,Cra,Cra,155,2023-03-21,0,48,2019-12-28,7902,,,1224810,JOAO,xp-Cra-3,6.035015417544959,11,97
49,xp-Cra-4-99999999991,xp,Cra,Cra,167,2024-02-19,0,33,2021-05-28,1577,,,263359,JOAO,xp-Cra-4,1.297650758361887,12,97
50,xp-Cra-6-99999999991,xp,Cra,Cra,209,2023-03-08,0,72,2020-05-15,268,,,56012,JOAO,xp-Cra-6,0.2759883439615355,14,97
51,xp-Cra-7-99999999991,xp,Cra,Cra,233,2024-07-01,0,81,2021-08-11,2650,,,617450,JOAO,xp-Cra-7,3.0423659747741567,15,97
52,xp-stocks-0-99999999991,xp,,,95,,,51,2020-07-08,961,DAA49,,91295,JOAO,xp-stocks-0,0.44983853213540637,44,97
53,xp-stocks-1-99999999991,xp,,,81,,,63,2020-12-19,4381,FAB31,,354861,JOAO,xp-stocks-1,1.7485092431360143,45,97
54,xp-investfund-1-99999999991,xp,,renda-fixa,45,,,21,2021-06-21,7788,,renda-fixa 1,350460,JOAO,xp-investfund-1,1.726824163121469,41,97
55,xp-investfund-3-99999999991,xp,,multimercado,66,,,10,2020-10-12,1357,,multimercado 3,89562,JOAO,xp-investfund-3,0.4412995083532643,43,97
56,xp-Cdb-2-99999999993,xp,Cdb,Cdb,93,2023-09-24,0,69,2020-09-29,9425,,,876525,FRANCISCO,xp-Cdb-2,3.9273219286978187,2,67
57,xp-Cdb-3-99999999993,xp,Cdb,Cdb,213,2024-07-06,0,80,2020-04-20,3251,,,692463,FRANCISCO,xp-Cdb-3,3.1026212882825677,3,67
58,xp-Cdb-4-99999999993,xp,Cdb,Cdb,133,2023-12-04,0,28,2021-04-29,5769,,,767277,FRANCISCO,xp-Cdb-4,3.437829825145291,4,67
59,xp-Cdb-7-99999999993,xp,Cdb,Cdb,108,2023-11-21,0,86,2020-07-15,4355,,,470340,FRANCISCO,xp-Cdb-7,2.107386093886349,7,67
60,xp-Lci-0-99999999993,xp,Lci,Lci,174,2022-09-24,0,83,2020-01-06,138,,,24012,FRANCISCO,xp-Lci-0,0.1075871813717715,32,67
61,xp-Lci-3-99999999993,xp,Lci,Lci,235,2024-05-16,0,15,2019-11-09,6576,,,1545360,FRANCISCO,xp-Lci-3,6.924076570243246,35,67
62,xp-Lci-4-99999999993,xp,Lci,Lci,200,2023-02-10,0,30,2019-10-17,9513,,,1902600,FRANCISCO,xp-Lci-4,8.524711447523424,36,67
63,xp-Lci-5-99999999993,xp,Lci,Lci,78,2024-06-23,0,76,2020-04-25,9103,,,710034,FRANCISCO,xp-Lci-5,3.1813491894937704,37,67
64,xp-Lci-7-99999999993,xp,Lci,Lci,202,2022-11-23,0,50,2019-12-01,3780,,,763560,FRANCISCO,xp-Lci-7,3.421175587549136,39,67
65,xp-Lca-1-99999999993,xp,Lca,Lca,144,2024-01-22,0,63,2020-01-11,4434,,,638496,FRANCISCO,xp-Lca-1,2.860818963732743,25,67
66,xp-Lca-3-99999999993,xp,Lca,Lca,250,2023-09-14,0,95,2020-03-22,3937,,,984250,FRANCISCO,xp-Lca-3,4.409990140978099,27,67
67,xp-Lca-4-99999999993,xp,Lca,Lca,186,2024-05-08,0,56,2020-10-01,6458,,,1201188,FRANCISCO,xp-Lca-4,5.381993637247854,28,67
68,xp-Lca-5-99999999993,xp,Lca,Lca,237,2024-08-05,0,13,2019-09-29,4648,,,1101576,FRANCISCO,xp-Lca-5,4.935676199683099,29,67
69,xp-Cri-0-99999999993,xp,Cri,Cri,211,2023-06-05,0,17,2020-08-30,9740,,,2055140,FRANCISCO,xp-Cri-0,9.208175908894823,16,67
70,xp-Cri-2-99999999993,xp,Cri,Cri,201,2023-11-20,0,61,2020-10-08,903,,,181503,FRANCISCO,xp-Cri-2,0.8132348900766552,18,67
71,xp-Cri-4-99999999993,xp,Cri,Cri,192,2023-01-31,0,53,2021-05-07,5415,,,1039680,FRANCISCO,xp-Cri-4,4.65834752326351,20,67
72,xp-Cri-5-99999999993,xp,Cri,Cri,159,2023-04-07,0,58,2020-09-28,7175,,,1140825,FRANCISCO,xp-Cri-5,5.111533657689956,21,67
73,xp-Cri-6-99999999993,xp,Cri,Cri,75,2024-07-24,0,85,2020-09-07,5476,,,410700,FRANCISCO,xp-Cri-6,1.8401655584452175,22,67
74,xp-Cri-7-99999999993,xp,Cri,Cri,142,2023-09-11,0,22,2020-03-01,5607,,,796194,FRANCISCO,xp-Cri-7,3.5673941481391074,23,67
75,xp-Cra-4-99999999993,xp,Cra,Cra,165,2022-09-07,0,18,2020-05-12,7730,,,1275450,FRANCISCO,xp-Cra-4,5.7147289055732955,12,67
76,xp-Cra-5-99999999993,xp,Cra,Cra,146,2023-07-26,0,70,2020-03-11,7834,,,1143764,FRANCISCO,xp-Cra-5,5.124702020427406,13,67
77,xp-Cra-7-99999999993,xp,Cra,Cra,227,2022-10-10,0,72,2019-09-19,4582,,,1040114,FRANCISCO,xp-Cra-7,4.6602920858453585,15,67
78,xp-stocks-0-99999999993,xp,,,119,,,53,2020-05-24,6969,GAA82,,829311,FRANCISCO,xp-stocks-0,3.7157768186992004,44,67
79,xp-stocks-3-99999999993,xp,,,47,,,35,2020-06-05,4719,MAD60,,221793,FRANCISCO,xp-stocks-3,0.9937566099445827,47,67
80,xp-investfund-0-99999999993,xp,,fii,172,,,68,2020-10-09,774,,fii 0,133128,FRANCISCO,xp-investfund-0,0.5964878511436448,40,67
81,xp-investfund-1-99999999993,xp,,renda-fixa,19,,,55,2020-01-08,4750,,renda-fixa 1,90250,FRANCISCO,xp-investfund-1,0.40437044472773526,41,67
82,xp-investfund-2-99999999993,xp,,renda-variável,25,,,80,2020-06-24,2403,,renda-variável 2,60075,FRANCISCO,xp-investfund-2,0.2691695785819246,42,67
83,xp-investfund-3-99999999993,xp,,multimercado,137,,,18,2021-08-07,1628,,multimercado 3,223036,FRANCISCO,xp-investfund-3,0.9993259447124118,43,67
84,xp-Cdb-1-99999999994,xp,Cdb,Cdb,241,2023-07-17,0,88,2020-09-15,8492,,,2046572,CARLOS,xp-Cdb-1,9.754431938122902,1,35
85,xp-Cdb-2-99999999994,xp,Cdb,Cdb,212,2023-08-30,0,18,2021-07-25,2375,,,503500,CARLOS,xp-Cdb-2,2.3997965773228995,2,35
86,xp-Cdb-3-99999999994,xp,Cdb,Cdb,162,2022-12-20,0,13,2021-02-19,9216,,,1492992,CARLOS,xp-Cdb-3,7.115942585045621,3,35
87,xp-Cdb-7-99999999994,xp,Cdb,Cdb,183,2023-04-29,0,5,2021-07-20,8712,,,1594296,CARLOS,xp-Cdb-7,7.598780703157079,7,35
88,xp-Lci-0-99999999994,xp,Lci,Lci,231,2023-09-10,0,12,2020-04-19,3415,,,788865,CARLOS,xp-Lci-0,3.75991167223402,32,35
89,xp-Lci-1-99999999994,xp,Lci,Lci,121,2023-10-22,0,50,2021-01-07,2956,,,357676,CARLOS,xp-Lci-1,1.7047659197428906,33,35
90,xp-Lci-3-99999999994,xp,Lci,Lci,189,2024-06-25,0,87,2021-07-12,9055,,,1711395,CARLOS,xp-Lci-3,8.156901416976213,35,35
91,xp-Lci-4-99999999994,xp,Lci,Lci,173,2024-01-29,0,71,2019-12-12,1605,,,277665,CARLOS,xp-Lci-4,1.3234151273929748,36,35
92,xp-Lci-5-99999999994,xp,Lci,Lci,79,2022-10-10,0,26,2020-08-13,4073,,,321767,CARLOS,xp-Lci-5,1.533615382910541,37,35
93,xp-Lci-6-99999999994,xp,Lci,Lci,96,2023-03-06,0,77,2020-05-08,885,,,84960,CARLOS,xp-Lci-6,0.40493886238203286,38,35
94,xp-Lca-0-99999999994,xp,Lca,Lca,118,2023-12-13,0,98,2020-11-27,2782,,,328276,CARLOS,xp-Lca-0,1.5646387710372436,24,35
95,xp-Lca-2-99999999994,xp,Lca,Lca,75,2023-08-31,0,25,2020-12-12,4241,,,318075,CARLOS,xp-Lca-2,1.5160184634200222,26,35
96,xp-Lca-3-99999999994,xp,Lca,Lca,136,2023-04-22,0,57,2020-01-16,4880,,,663680,CARLOS,xp-Lca-3,3.1632512262912846,27,35
97,xp-Cri-0-99999999994,xp,Cri,Cri,236,2023-07-21,0,29,2020-01-29,7708,,,1819088,CARLOS,xp-Cri-0,8.670190975668637,16,35
98,xp-Cri-2-99999999994,xp,Cri,Cri,79,2024-04-03,0,80,2020-05-30,7556,,,596924,CARLOS,xp-Cri-2,2.8450768065976058,18,35
99,xp-Cri-3-99999999994,xp,Cri,Cri,199,2022-12-21,0,87,2020-05-01,4132,,,822268,CARLOS,xp-Cri-3,3.9191180378195547,19,35
100,xp-Cri-5-99999999994,xp,Cri,Cri,225,2023-04-02,0,28,2020-01-10,2142,,,481950,CARLOS,xp-Cri-5,2.2970843305675697,21,35
101,xp-Cri-7-99999999994,xp,Cri,Cri,119,2023-11-11,0,57,2019-09-19,3134,,,372946,CARLOS,xp-Cri-7,1.7775462449379664,23,35
102,xp-Cra-0-99999999994,xp,Cra,Cra,127,2024-06-04,0,5,2020-04-07,1185,,,150495,CARLOS,xp-Cra-0,0.7172937157978346,8,35
103,xp-Cra-2-99999999994,xp,Cra,Cra,177,2023-06-21,0,49,2020-06-26,9433,,,1669641,CARLOS,xp-Cra-2,7.957892268436908,10,35
104,xp-Cra-6-99999999994,xp,Cra,Cra,185,2022-10-02,0,4,2020-05-13,9690,,,1792650,CARLOS,xp-Cra-6,8.544181398883605,14,35
105,xp-stocks-0-99999999994,xp,,,33,,,37,2021-05-27,4988,HAA82,,164604,CARLOS,xp-stocks-0,0.7845404484879017,44,35
106,xp-stocks-2-99999999994,xp,,,114,,,51,2021-02-02,4230,PAC66,,482220,CARLOS,xp-stocks-2,2.298371212545479,46,35
107,xp-stocks-3-99999999994,xp,,,50,,,61,2020-03-11,8890,CAD94,,444500,CARLOS,xp-stocks-3,2.1185890340020435,47,35
108,xp-investfund-0-99999999994,xp,,fii,95,,,91,2020-04-20,8650,,fii 0,821750,CARLOS,xp-investfund-0,3.9166491309137887,40,35
109,xp-investfund-1-99999999994,xp,,renda-fixa,114,,,85,2020-07-02,4055,,renda-fixa 1,462270,CARLOS,xp-investfund-1,2.203284933066647,41,35
110,xp-investfund-2-99999999994,xp,,renda-variável,49,,,90,2020-11-22,3740,,renda-variável 2,183260,CARLOS,xp-investfund-2,0.8734592269318661,42,35
111,xp-investfund-3-99999999994,xp,,multimercado,35,,,53,2019-12-22,6476,,multimercado 3,226660,CARLOS,xp-investfund-3,1.0803135893068687,43,35
112,xp-Cdb-0-99999999995,xp,Cdb,Cdb,95,2024-01-26,0,44,2021-08-12,2817,,,267615,PAULO,xp-Cdb-0,1.7079016273169296,0,156
113,xp-Cdb-2-99999999995,xp,Cdb,Cdb,144,2023-09-11,0,63,2020-11-26,6934,,,998496,PAULO,xp-Cdb-2,6.372336914109616,2,156
114,xp-Cdb-4-99999999995,xp,Cdb,Cdb,179,2024-07-18,0,69,2019-11-11,3854,,,689866,PAULO,xp-Cdb-4,4.402680208622914,4,156
115,xp-Cdb-5-99999999995,xp,Cdb,Cdb,102,2023-04-30,0,77,2019-09-03,5510,,,562020,PAULO,xp-Cdb-5,3.5867753025228812,5,156
116,xp-Lci-1-99999999995,xp,Lci,Lci,111,2024-02-19,0,39,2021-02-05,1736,,,192696,PAULO,xp-Lci-1,1.2297734132147418,33,156
117,xp-Lci-2-99999999995,xp,Lci,Lci,60,2023-07-09,0,60,2020-09-03,6570,,,394200,PAULO,xp-Lci-2,2.515758912947083,34,156
118,xp-Lci-3-99999999995,xp,Lci,Lci,233,2023-06-21,0,50,2019-10-30,3372,,,785676,PAULO,xp-Lci-3,5.014133434014745,35,156
119,xp-Lci-7-99999999995,xp,Lci,Lci,69,2023-05-13,0,63,2021-01-20,5428,,,374532,PAULO,xp-Lci-7,2.3902390085842136,39,156
120,xp-Lca-0-99999999995,xp,Lca,Lca,229,2024-01-26,0,89,2021-03-07,4260,,,975540,PAULO,xp-Lca-0,6.22583320633282,24,156
121,xp-Lca-2-99999999995,xp,Lca,Lca,142,2023-03-02,0,62,2019-11-09,9040,,,1283680,PAULO,xp-Lca-2,8.192362763500537,26,156
122,xp-Lca-3-99999999995,xp,Lca,Lca,92,2023-11-27,0,55,2020-10-29,2216,,,203872,PAULO,xp-Lca-3,1.3010979226289898,27,156
123,xp-Lca-4-99999999995,xp,Lca,Lca,95,2022-08-24,0,67,2019-11-26,1118,,,106210,PAULO,xp-Lca-4,0.677825352978462,28,156
124,xp-Lca-5-99999999995,xp,Lca,Lca,67,2024-03-31,0,51,2020-12-30,378,,,25326,PAULO,xp-Lca-5,0.16162889454413454,29,156
125,xp-Lca-7-99999999995,xp,Lca,Lca,166,2023-04-18,0,44,2019-10-05,6063,,,1006458,PAULO,xp-Lca-7,6.423149883325458,31,156
126,xp-Cri-0-99999999995,xp,Cri,Cri,153,2022-09-24,0,96,2021-05-30,2217,,,339201,PAULO,xp-Cri-0,2.1647588509146716,16,156
127,xp-Cri-2-99999999995,xp,Cri,Cri,169,2023-03-26,0,20,2020-11-07,1689,,,285441,PAULO,xp-Cri-2,1.821666006774552,18,156
128,xp-Cri-3-99999999995,xp,Cri,Cri,258,2023-10-09,0,49,2020-09-12,239,,,61662,PAULO,xp-Cri-3,0.393522897235269,19,156
129,xp-Cri-5-99999999995,xp,Cri,Cri,213,2024-01-24,0,97,2020-02-11,1507,,,320991,PAULO,xp-Cri-5,2.04854380828462,21,156
130,xp-Cri-6-99999999995,xp,Cri,Cri,107,2022-11-13,0,87,2020-09-15,5094,,,545058,PAULO,xp-Cri-6,3.478524915203225,22,156
131,xp-Cra-2-99999999995,xp,Cra,Cra,123,2023-07-12,0,78,2019-11-09,7088,,,871824,PAULO,xp-Cra-2,5.56392440010446,10,156
132,xp-Cra-3-99999999995,xp,Cra,Cra,101,2023-05-15,0,74,2020-05-30,8921,,,901021,PAULO,xp-Cra-3,5.75025776636858,11,156
133,xp-Cra-4-99999999995,xp,Cra,Cra,157,2024-02-19,0,1,2020-01-05,38,,,5966,PAULO,xp-Cra-4,0.03807462626748427,12,156
134,xp-Cra-5-99999999995,xp,Cra,Cra,124,2022-08-29,0,94,2021-05-31,6192,,,767808,PAULO,xp-Cra-5,4.900101013272638,13,156
135,xp-Cra-6-99999999995,xp,Cra,Cra,170,2023-12-06,0,17,2021-01-19,362,,,61540,PAULO,xp-Cra-6,0.3927443011231951,14,156
136,xp-Cra-7-99999999995,xp,Cra,Cra,149,2024-01-02,0,5,2020-06-09,9197,,,1370353,PAULO,xp-Cra-7,8.745504245646307,15,156
137,xp-investfund-0-99999999995,xp,,fii,97,,,18,2020-01-08,1442,,fii 0,139874,PAULO,xp-investfund-0,0.8926668244281084,40,156
138,xp-investfund-2-99999999995,xp,,renda-variável,116,,,39,2021-05-21,9349,,renda-variável 2,1084484,PAULO,xp-investfund-2,6.921106770544152,42,156
139,xp-investfund-3-99999999995,xp,,multimercado,142,,,31,2020-06-03,7379,,multimercado 3,1047818,PAULO,xp-investfund-3,6.687106729189211,43,156
140,xp-Cdb-0-99999999996,xp,Cdb,Cdb,241,2024-05-20,0,32,2020-07-04,2996,,,722036,PEDRO,xp-Cdb-0,3.3524400507279677,0,157
141,xp-Cdb-1-99999999996,xp,Cdb,Cdb,209,2023-02-26,0,90,2020-01-06,8135,,,1700215,PEDRO,xp-Cdb-1,7.894161594225845,1,157
142,xp-Cdb-5-99999999996,xp,Cdb,Cdb,140,2023-12-19,0,47,2021-03-12,2274,,,318360,PEDRO,xp-Cdb-5,1.4781573419466008,5,157
143,xp-Lci-1-99999999996,xp,Lci,Lci,187,2024-05-30,0,36,2020-06-10,6598,,,1233826,PEDRO,xp-Lci-1,5.728700089787054,33,157
144,xp-Lci-2-99999999996,xp,Lci,Lci,173,2022-10-25,0,31,2020-09-05,133,,,23009,PEDRO,xp-Lci-2,0.10683164430471585,34,157
145,xp-Lci-3-99999999996,xp,Lci,Lci,178,2024-05-31,0,73,2020-07-15,6669,,,1187082,PEDRO,xp-Lci-3,5.511665956127198,35,157
146,xp-Lci-5-99999999996,xp,Lci,Lci,74,2023-10-22,0,81,2021-02-19,6233,,,461242,PEDRO,xp-Lci-5,2.1415637916639465,37,157
147,xp-Lci-6-99999999996,xp,Lci,Lci,73,2023-12-31,0,72,2021-02-07,2044,,,149212,PEDRO,xp-Lci-6,0.692796875570223,38,157
148,xp-Lca-1-99999999996,xp,Lca,Lca,158,2023-12-29,0,87,2020-11-20,7532,,,1190056,PEDRO,xp-Lca-1,5.525474348937065,25,157
149,xp-Lca-2-99999999996,xp,Lca,Lca,137,2023-04-07,0,31,2020-05-07,3038,,,416206,PEDRO,xp-Lca-2,1.9324599656433814,26,157
150,xp-Lca-3-99999999996,xp,Lca,Lca,201,2022-12-21,0,44,2021-01-18,2404,,,483204,PEDRO,xp-Lca-3,2.243534175957926,27,157
151,xp-Lca-4-99999999996,xp,Lca,Lca,153,2023-09-07,0,86,2020-04-26,7085,,,1084005,PEDRO,xp-Lca-4,5.033075604525773,28,157
152,xp-Lca-6-99999999996,xp,Lca,Lca,200,2023-09-30,0,54,2020-12-15,8303,,,1660600,PEDRO,xp-Lca-6,7.7102276731892365,30,157
153,xp-Lca-7-99999999996,xp,Lca,Lca,91,2023-02-18,0,16,2020-10-26,5486,,,499226,PEDRO,xp-Lca-7,2.317924918930248,31,157
154,xp-Cri-1-99999999996,xp,Cri,Cri,111,2023-08-27,0,51,2020-06-19,7897,,,876567,PEDRO,xp-Cri-1,4.069933241481675,17,157
155,xp-Cri-2-99999999996,xp,Cri,Cri,208,2023-10-31,0,80,2020-04-06,8103,,,1685424,PEDRO,xp-Cri-2,7.825486430120014,18,157
156,xp-Cri-3-99999999996,xp,Cri,Cri,131,2024-01-15,0,41,2019-10-17,2981,,,390511,PEDRO,xp-Cri-3,1.8131571232595458,19,157
157,xp-Cri-4-99999999996,xp,Cri,Cri,166,2023-12-30,0,46,2019-12-03,4708,,,781528,PEDRO,xp-Cri-4,3.628663623372418,20,157
158,xp-Cri-5-99999999996,xp,Cri,Cri,168,2022-10-16,0,74,2020-03-21,6326,,,1062768,PEDRO,xp-Cri-5,4.934471422244958,21,157
159,xp-Cri-6-99999999996,xp,Cri,Cri,102,2023-11-27,0,61,2019-12-25,4555,,,464610,PEDRO,xp-Cri-6,2.1572015411540715,22,157
160,xp-Cri-7-99999999996,xp,Cri,Cri,75,2024-07-15,0,85,2020-04-21,3814,,,286050,PEDRO,xp-Cri-7,1.3281408080909196,23,157
161,xp-Cra-3-99999999996,xp,Cra,Cra,199,2023-01-25,0,13,2021-04-12,2153,,,428447,PEDRO,xp-Cra-3,1.9892953847373893,11,157
162,xp-Cra-4-99999999996,xp,Cra,Cra,248,2022-08-22,0,30,2021-06-27,4053,,,1005144,PEDRO,xp-Cra-4,4.6669210432013255,12,157
163,xp-Cra-6-99999999996,xp,Cra,Cra,252,2023-10-21,0,89,2021-06-04,5404,,,1361808,PEDRO,xp-Cra-6,6.3229252843372805,14,157
164,xp-Cra-7-99999999996,xp,Cra,Cra,185,2023-06-21,0,49,2020-07-28,8058,,,1490730,PEDRO,xp-Cra-7,6.921514933911472,15,157
165,xp-stocks-1-99999999996,xp,,,14,,,65,2020-06-25,4416,VAB19,,61824,PEDRO,xp-stocks-1,0.28705113553369344,45,157
166,xp-investfund-2-99999999996,xp,,renda-variável,26,,,56,2020-08-18,7290,,renda-variável 2,189540,PEDRO,xp-investfund-2,0.880041282172882,42,157
167,xp-investfund-3-99999999996,xp,,multimercado,36,,,74,2021-05-04,9011,,multimercado 3,324396,PEDRO,xp-investfund-3,1.5061827148451739,43,157
