,identity,bankId,description,type,value,dueDate,profitability,risk,acquisitionDate,volumn,ticker,name,total_value,client_name,investment_name,inv_pct,investment_id,client_id
34,xp-Cra-2-99999999990,xp,Cra,Cra,129,2024-03-13,0,73,2021-01-14,5380,,,694020,JOSE,xp-Cra-2,2.090128690996148,10,105
35,xp-Cra-3-99999999990,xp,Cra,Cra,73,2023-08-08,0,38,2019-12-26,6174,,,450702,JOSE,xp-Cra-3,1.3573458708529231,11,105
36,xp-Cra-4-99999999990,xp,Cra,Cra,248,2023-10-30,0,34,2020-10-20,1518,,,376464,JOSE,xp-Cra-4,1.1337687783164372,12,105
37,xp-Cra-5-99999999990,xp,Cra,Cra,200,2023-11-16,0,54,2020-04-06,9350,,,1870000,JOSE,xp-Cra-5,5.63174065900521,13,105
38,xp-Cra-6-99999999990,xp,Cra,Cra,90,2023-08-29,0,62,2020-12-13,5587,,,502830,JOSE,xp-Cra-6,1.51433591206823,14,105
39,xp-Cra-7-99999999990,xp,Cra,Cra,248,2023-07-12,0,12,2021-08-04,760,,,188480,JOSE,xp-Cra-7,0.5676312724113914,15,105
40,xp-stocks-0-99999999990,xp,,,40,,,45,2020-07-26,2314,GAA77,,92560,JOSE,xp-stocks-0,0.27875610449065363,44,105
41,xp-stocks-1-99999999990,xp,,,75,,,89,2020-02-26,7072,CAB91,,530400,JOSE,xp-stocks-1,1.597366441463296,45,105
42,xp-stocks-2-99999999990,xp,,,14,,,21,2020-05-30,1757,FAC82,,24598,JOSE,xp-stocks-2,0.07407997686107495,46,105
43,xp-stocks-3-99999999990,xp,,,29,,,21,2019-11-02,8802,XAD46,,255258,JOSE,xp-stocks-3,0.7687416348322739,47,105
44,xp-investfund-0-99999999990,xp,,fii,154,,,43,2020-03-19,564,,fii 0,86856,JOSE,xp-investfund-0,0.2615777896676773,40,105
45,xp-investfund-1-99999999990,xp,,renda-fixa,23,,,81,2019-12-30,1959,,renda-fixa 1,45057,JOSE,xp-investfund-1,0.135694833621817,41,105
46,xp-investfund-2-99999999990,xp,,renda-variável,162,,,44,2020-10-06,2919,,renda-variável 2,472878,JOSE,xp-investfund-2,1.424131689491479,42,105
47,xp-investfund-3-99999999990,xp,,multimercado,126,,,68,2019-12-27,6621,,multimercado 3,834246,JOSE,xp-investfund-3,2.512436961397038,43,105
48,xp-Cdb-0-99999999991,xp,Cdb,Cdb,166,2023-05-18,0,52,2020-06-28,7023,,,1165818,JOAO,xp-Cdb-0,3.5717926123858774,0,97
49,xp-Cdb-1-99999999991,xp,Cdb,Cdb,250,2023-10-18,0,20,2021-08-11,8329,,,2082250,JOAO,xp-Cdb-1,6.379525077791296,1,97
50,xp-Cdb-2-99999999991,xp,Cdb,Cdb,257,2023-05-13,0,77,2019-11-30,129,,,33153,JOAO,xp-Cdb-2,0.10157300751783639,2,97
51,xp-Cdb-3-99999999991,xp,Cdb,Cdb,144,2023-07-24,0,30,2020-05-09,5433,,,782352,JOAO,xp-Cdb-3,2.3969428280274587,3,97
52,xp-Cdb-4-99999999991,xp,Cdb,Cdb,119,2024-08-05,0,47,2020-07-22,5041,,,599879,JOAO,xp-Cdb-4,1.8378884015561845,4,97
53,xp-Cdb-5-99999999991,xp,Cdb,Cdb,181,2023-10-16,0,66,2021-03-08,5635,,,1019935,JOAO,xp-Cdb-5,3.124841354408484,5,97
54,xp-Cdb-6-99999999991,xp,Cdb,Cdb,86,2023-11-14,0,62,2019-10-16,7681,,,660566,JOAO,xp-Cdb-6,2.023819119959796,6,97
55,xp-Cdb-7-99999999991,xp,Cdb,Cdb,98,2022-09-19,0,37,2019-12-19,924,,,90552,JOAO,xp-Cdb-7,0.2774300659594945,7,97
56,xp-Lci-0-99999999991,xp,Lci,Lci,71,2023-08-24,0,10,2021-04-16,365,,,25915,JOAO,xp-Lci-0,0.07939747503467952,32,97
57,xp-Lci-1-99999999991,xp,Lci,Lci,241,2024-02-24,0,96,2020-08-26,8909,,,2147069,JOAO,xp-Lci-1,6.578115273981645,33,97
58,xp-Lci-2-99999999991,xp,Lci,Lci,207,2024-02-21,0,38,2020-08-05,9189,,,1902123,JOAO,xp-Lci-2,5.827658244468058,34,97
59,xp-Lci-3-99999999991,xp,Lci,Lci,91,2023-06-21,0,70,2020-07-16,612,,,55692,JOAO,xp-Lci-3,0.17062721125338112,35,97
60,xp-Lci-4-99999999991,xp,Lci,Lci,133,2023-07-09,0,21,2020-12-29,2053,,,273049,JOAO,xp-Lci-4,0.8365580227954548,36,97
61,xp-Lci-5-99999999991,xp,Lci,Lci,88,2024-07-30,0,39,2019-09-09,9409,,,827992,JOAO,xp-Lci-5,2.536773071538274,37,97
62,xp-Lci-6-99999999991,xp,Lci,Lci,160,2024-05-16,0,92,2020-08-15,5307,,,849120,JOAO,xp-Lci-6,2.6015043025833333,38,97
63,xp-Lci-7-99999999991,xp,Lci,Lci,68,2023-11-24,0,16,2021-07-09,4731,,,321708,JOAO,xp-Lci-7,0.9856377734307035,39,97
64,xp-Lca-0-99999999991,xp,Lca,Lca,139,2024-04-30,0,34,2020-06-21,6015,,,836085,JOAO,xp-Lca-0,2.561568123263362,24,97
65,xp-Lca-1-99999999991,xp,Lca,Lca,186,2024-02-01,0,56,2020-04-18,6642,,,1235412,JOAO,xp-Lca-1,3.7850122873835037,25,97
66,xp-Lca-2-99999999991,xp,Lca,Lca,104,2024-05-09,0,38,2020-05-30,301,,,31304,JOAO,xp-Lca-2,0.09590810567183515,26,97
67,xp-Lca-3-99999999991,xp,Lca,Lca,254,2024-03-02,0,32,2020-07-25,1799,,,456946,JOAO,xp-Lca-3,1.399975250904753,27,97
68,xp-Lca-4-99999999991,xp,Lca,Lca,201,2023-12-08,0,28,2020-07-19,6610,,,1328610,JOAO,xp-Lca-4,4.070549076049607,28,97
69,xp-Lca-5-99999999991,xp,Lca,Lca,143,2023-05-11,0,41,2021-07-15,3058,,,437294,JOAO,xp-Lca-5,1.33976613728787,29,97
70,xp-Lca-6-99999999991,xp,Lca,Lca,247,2023-02-09,0,29,2020-12-28,7736,,,1910792,JOAO,xp-Lca-6,5.854218024945605,30,97
71,xp-Lca-7-99999999991,xp,Lca,Lca,107,2022-08-21,0,78,2019-09-10,6101,,,652807,JOAO,xp-Lca-7,2.0000473658099183,31,97
72,xp-Cri-0-99999999991,xp,Cri,Cri,249,2023-10-10,0,40,2021-08-16,1026,,,255474,JOAO,xp-Cri-0,0.7827123494890881,16,97
73,xp-Cri-1-99999999991,xp,Cri,Cri,218,2023-01-01,0,57,2020-10-14,4708,,,1026344,JOAO,xp-Cri-1,3.1444770255447856,17,97
74,xp-Cri-2-99999999991,xp,Cri,Cri,156,2023-09-22,0,20,2020-04-30,4397,,,685932,JOAO,xp-Cri-2,2.101534587902288,18,97
75,xp-Cri-3-99999999991,xp,Cri,Cri,65,2024-06-06,0,0,2020-05-27,9900,,,643500,JOAO,xp-Cri-3,1.9715329031378073,19,97
76,xp-Cri-4-99999999991,xp,Cri,Cri,71,2023-12-24,0,25,2020-12-17,9576,,,679896,JOAO,xp-Cri-4,2.083041701183811,20,97
77,xp-Cri-5-99999999991,xp,Cri,Cri,194,2024-06-15,0,15,2020-09-18,3580,,,694520,JOAO,xp-Cri-5,2.1278462033990206,21,97
78,xp-Cri-6-99999999991,xp,Cri,Cri,90,2023-10-10,0,49,2020-12-01,4950,,,445500,JOAO,xp-Cri-6,1.3649073944800203,22,97
79,xp-Cri-7-99999999991,xp,Cri,Cri,169,2023-04-14,0,27,2020-09-30,8052,,,1360788,JOAO,xp-Cri-7,4.169134912502083,23,97
80,xp-Cra-0-99999999991,xp,Cra,Cra,139,2023-02-17,0,75,2020-06-12,1164,,,161796,JOAO,xp-Cra-0,0.4957049535292691,8,97
81,xp-Cra-1-99999999991,xp,Cra,Cra,174,2024-06-08,0,14,2020-07-01,6027,,,1048698,JOAO,xp-Cra-1,3.2129644327192106,9,97
82,xp-Cra-2-99999999991,xp,Cra,Cra,184,2023-06-08,0,43,2020-07-22,9036,,,1662624,JOAO,xp-Cra-2,5.09388954397295,10,97
83,xp-Cra-3-99999999991,xp,Cra,Cra,155,2023-03-21,0,48,2019-12-28,7902,,,1224810,JOAO,xp-Cra-3,3.752530248783555,11,97
84,xp-Cra-4-99999999991,xp,Cra,Cra,167,2024-02-19,0,33,2021-05-28,1577,,,263359,JOAO,xp-Cra-4,0.8068701380535661,12,97
85,xp-Cra-5-99999999991,xp,Cra,Cra,107,2023-05-03,0,57,2021-08-04,2964,,,317148,JOAO,xp-Cra-5,0.971667004140403,13,97
86,xp-Cra-6-99999999991,xp,Cra,Cra,209,2023-03-08,0,72,2020-05-15,268,,,56012,JOAO,xp-Cra-6,0.17160761611585837,14,97
87,xp-Cra-7-99999999991,xp,Cra,Cra,233,2024-07-01,0,81,2021-08-11,2650,,,617450,JOAO,xp-Cra-7,1.89172181980177,15,97
88,xp-stocks-0-99999999991,xp,,,95,,,51,2020-07-08,961,DAA49,,91295,JOAO,xp-stocks-0,0.2797064434995588,44,97
89,xp-stocks-1-99999999991,xp,,,81,,,63,2020-12-19,4381,FAB31,,354861,JOAO,xp-stocks-1,1.0872107809485398,45,97
90,xp-stocks-2-99999999991,xp,,,17,,,27,2019-12-18,1094,AAC33,,18598,JOAO,xp-stocks-2,0.056979905101098585,46,97
91,xp-stocks-3-99999999991,xp,,,105,,,72,2021-03-22,3645,PAD91,,382725,JOAO,xp-stocks-3,1.1725795343487448,47,97
92,xp-investfund-0-99999999991,xp,,fii,107,,,27,2020-02-20,961,,fii 0,102827,JOAO,xp-investfund-0,0.31503778373108204,40,97
93,xp-investfund-1-99999999991,xp,,renda-fixa,45,,,21,2021-06-21,7788,,renda-fixa 1,350460,JOAO,xp-investfund-1,1.0737271503242827,41,97
94,xp-investfund-2-99999999991,xp,,renda-variável,93,,,36,2020-03-20,4075,,renda-variável 2,378975,JOAO,xp-investfund-2,1.1610904148665897,42,97
95,xp-investfund-3-99999999991,xp,,multimercado,66,,,10,2020-10-12,1357,,multimercado 3,89562,JOAO,xp-investfund-3,0.2743969384162056,43,97
96,xp-Cdb-0-99999999993,xp,Cdb,Cdb,82,2022-09-04,0,13,2020-02-22,8658,,,709956,FRANCISCO,xp-Cdb-0,2.053675707112074,0,67
97,xp-Cdb-1-99999999993,xp,Cdb,Cdb,120,2024-04-15,0,81,2020-03-02,5727,,,687240,FRANCISCO,xp-Cdb-1,1.987965582311723,1,67
98,xp-Cdb-2-99999999993,xp,Cdb,Cdb,93,2023-09-24,0,69,2020-09-29,9425,,,876525,FRANCISCO,xp-Cdb-2,2.5355065654440705,2,67
99,xp-Cdb-3-99999999993,xp,Cdb,Cdb,213,2024-07-06,0,80,2020-04-20,3251,,,692463,FRANCISCO,xp-Cdb-3,2.0030740513129657,3,67
100,xp-Cdb-4-99999999993,xp,Cdb,Cdb,133,2023-12-04,0,28,2021-04-29,5769,,,767277,FRANCISCO,xp-Cdb-4,2.2194870323313425,4,67
101,xp-Cdb-5-99999999993,xp,Cdb,Cdb,90,2023-01-23,0,82,2021-07-27,6094,,,548460,FRANCISCO,xp-Cdb-5,1.5865194157422262,5,67
102,xp-Cdb-6-99999999993,xp,Cdb,Cdb,149,2023-10-08,0,32,2020-07-26,9334,,,1390766,FRANCISCO,xp-Cdb-6,4.0230413553479805,6,67
103,xp-Cdb-7-99999999993,xp,Cdb,Cdb,108,2023-11-21,0,86,2020-07-15,4355,,,470340,FRANCISCO,xp-Cdb-7,1.3605432337822243,7,67
104,xp-Lci-0-99999999993,xp,Lci,Lci,174,2022-09-24,0,83,2020-01-06,138,,,24012,FRANCISCO,xp-Lci-0,0.06945903841812044,32,67
105,xp-Lci-1-99999999993,xp,Lci,Lci,63,2024-05-31,0,56,2021-08-05,5212,,,328356,FRANCISCO,xp-Lci-1,0.949828919657686,33,67
106,xp-Lci-2-99999999993,xp,Lci,Lci,121,2022-11-01,0,53,2021-07-02,5306,,,642026,FRANCISCO,xp-Lci-2,1.8571759370078376,34,67
107,xp-Lci-3-99999999993,xp,Lci,Lci,235,2024-05-16,0,15,2019-11-09,6576,,,1545360,FRANCISCO,xp-Lci-3,4.470232367558996,35,67
108,xp-Lci-4-99999999993,xp,Lci,Lci,200,2023-02-10,0,30,2019-10-17,9513,,,1902600,FRANCISCO,xp-Lci-4,5.503613463864566,36,67
109,xp-Lci-5-99999999993,xp,Lci,Lci,78,2024-06-23,0,76,2020-04-25,9103,,,710034,FRANCISCO,xp-Lci-5,2.0539013361724026,37,67
110,xp-Lci-6-99999999993,xp,Lci,Lci,166,2023-01-20,0,73,2020-11-30,9228,,,1531848,FRANCISCO,xp-Lci-6,4.431146471877435,38,67
111,xp-Lci-7-99999999993,xp,Lci,Lci,202,2022-11-23,0,50,2019-12-01,3780,,,763560,FRANCISCO,xp-Lci-7,2.208734939802601,39,67
112,xp-Lca-0-99999999993,xp,Lca,Lca,67,2023-07-05,0,92,2019-10-07,1878,,,125826,FRANCISCO,xp-Lca-0,0.3639743864733643,24,67
113,xp-Lca-1-99999999993,xp,Lca,Lca,144,2024-01-22,0,63,2020-01-11,4434,,,638496,FRANCISCO,xp-Lca-1,1.8469647756878325,25,67
114,xp-Lca-2-99999999993,xp,Lca,Lca,125,2022-11-19,0,41,2021-01-26,5742,,,717750,FRANCISCO,xp-Lca-2,2.076221257063383,26,67
115,xp-Lca-3-99999999993,xp,Lca,Lca,250,2023-09-14,0,95,2020-03-22,3937,,,984250,FRANCISCO,xp-Lca-3,2.847120546519867,27,67
116,xp-Lca-4-99999999993,xp,Lca,Lca,186,2024-05-08,0,56,2020-10-01,6458,,,1201188,FRANCISCO,xp-Lca-4,3.4746528168992694,28,67
117,xp-Lca-5-99999999993,xp,Lca,Lca,237,2024-08-05,0,13,2019-09-29,4648,,,1101576,FRANCISCO,xp-Lca-5,3.1865071507779215,29,67
118,xp-Lca-6-99999999993,xp,Lca,Lca,80,2023-03-23,0,91,2020-05-03,2146,,,171680,FRANCISCO,xp-Lca-6,0.49661534714404953,30,67
119,xp-Lca-7-99999999993,xp,Lca,Lca,140,2023-06-19,0,58,2020-04-22,3426,,,479640,FRANCISCO,xp-Lca-7,1.387445160206034,31,67
120,xp-Cri-0-99999999993,xp,Cri,Cri,211,2023-06-05,0,17,2020-08-30,9740,,,2055140,FRANCISCO,xp-Cri-0,5.944862910820259,16,67
121,xp-Cri-1-99999999993,xp,Cri,Cri,224,2022-10-24,0,85,2021-02-24,2200,,,492800,FRANCISCO,xp-Cri-1,1.4255128324358552,17,67
122,xp-Cri-2-99999999993,xp,Cri,Cri,201,2023-11-20,0,61,2020-10-08,903,,,181503,FRANCISCO,xp-Cri-2,0.525030145344166,18,67
123,xp-Cri-3-99999999993,xp,Cri,Cri,97,2023-01-25,0,14,2020-11-03,7943,,,770471,FRANCISCO,xp-Cri-3,2.228726253083778,19,67
124,xp-Cri-4-99999999993,xp,Cri,Cri,192,2023-01-31,0,53,2021-05-07,5415,,,1039680,FRANCISCO,xp-Cri-4,3.0074618133662945,20,67
125,xp-Cri-5-99999999993,xp,Cri,Cri,159,2023-04-07,0,58,2020-09-28,7175,,,1140825,FRANCISCO,xp-Cri-5,3.3000419583271805,21,67
126,xp-Cri-6-99999999993,xp,Cri,Cri,75,2024-07-24,0,85,2020-09-07,5476,,,410700,FRANCISCO,xp-Cri-6,1.1880237830385667,22,67
127,xp-Cri-7-99999999993,xp,Cri,Cri,142,2023-09-11,0,22,2020-03-01,5607,,,796194,FRANCISCO,xp-Cri-7,2.3031346674278272,23,67
128,xp-Cra-0-99999999993,xp,Cra,Cra,179,2023-05-10,0,26,2021-06-14,1103,,,197437,FRANCISCO,xp-Cra-0,0.5711221126169601,8,67
129,xp-Cra-1-99999999993,xp,Cra,Cra,75,2023-04-14,0,59,2021-04-30,2227,,,167025,FRANCISCO,xp-Cra-1,0.48314992053084155,9,67
130,xp-Cra-2-99999999993,xp,Cra,Cra,231,2023-12-17,0,83,2019-12-28,6787,,,1567797,FRANCISCO,xp-Cra-2,4.535135434566633,10,67
131,xp-Cra-3-99999999993,xp,Cra,Cra,246,2024-01-23,0,19,2020-01-09,3421,,,841566,FRANCISCO,xp-Cra-3,2.4343813562128913,11,67
132,xp-Cra-4-99999999993,xp,Cra,Cra,165,2022-09-07,0,18,2020-05-12,7730,,,1275450,FRANCISCO,xp-Cra-4,3.6894690384137814,12,67
133,xp-Cra-5-99999999993,xp,Cra,Cra,146,2023-07-26,0,70,2020-03-11,7834,,,1143764,FRANCISCO,xp-Cra-5,3.3085435456131562,13,67
134,xp-Cra-6-99999999993,xp,Cra,Cra,184,2022-11-20,0,93,2021-04-30,2508,,,461472,FRANCISCO,xp-Cra-6,1.3348909452310045,14,67
135,xp-Cra-7-99999999993,xp,Cra,Cra,227,2022-10-10,0,72,2019-09-19,4582,,,1040114,FRANCISCO,xp-Cra-7,3.0087172365994057,15,67
136,xp-stocks-0-99999999993,xp,,,119,,,53,2020-05-24,6969,GAA82,,829311,FRANCISCO,xp-stocks-0,2.398931559618936,44,67
137,xp-stocks-1-99999999993,xp,,,9,,,45,2020-05-22,8035,IAB75,,72315,FRANCISCO,xp-stocks-1,0.20918417304707562,45,67
138,xp-stocks-2-99999999993,xp,,,38,,,48,2020-01-20,9130,QAC12,,346940,FRANCISCO,xp-stocks-2,1.0035864896211355,46,67
139,xp-stocks-3-99999999993,xp,,,47,,,35,2020-06-05,4719,MAD60,,221793,FRANCISCO,xp-stocks-3,0.6415762330447354,47,67
140,xp-investfund-0-99999999993,xp,,fii,172,,,68,2020-10-09,774,,fii 0,133128,FRANCISCO,xp-investfund-0,0.38509673773644587,40,67
141,xp-investfund-1-99999999993,xp,,renda-fixa,19,,,55,2020-01-08,4750,,renda-fixa 1,90250,FRANCISCO,xp-investfund-1,0.2610643935213797,41,67
142,xp-investfund-2-99999999993,xp,,renda-variável,25,,,80,2020-06-24,2403,,renda-variável 2,60075,FRANCISCO,xp-investfund-2,0.1737777666570292,42,67
143,xp-investfund-3-99999999993,xp,,multimercado,137,,,18,2021-08-07,1628,,multimercado 3,223036,FRANCISCO,xp-investfund-3,0.645171834608692,43,67
144,xp-Cdb-0-99999999994,xp,Cdb,Cdb,119,2022-11-21,0,4,2021-02-02,5230,,,622370,CARLOS,xp-Cdb-0,1.772694264855397,0,35
145,xp-Cdb-1-99999999994,xp,Cdb,Cdb,241,2023-07-17,0,88,2020-09-15,8492,,,2046572,CARLOS,xp-Cdb-1,5.8292437730186855,1,35
146,xp-Cdb-2-99999999994,xp,Cdb,Cdb,212,2023-08-30,0,18,2021-07-25,2375,,,503500,CARLOS,xp-Cdb-2,1.4341172652195517,2,35
147,xp-Cdb-3-99999999994,xp,Cdb,Cdb,162,2022-12-20,0,13,2021-02-19,9216,,,1492992,CARLOS,xp-Cdb-3,4.252483821320097,3,35
148,xp-Cdb-4-99999999994,xp,Cdb,Cdb,113,2022-10-23,0,42,2021-04-19,7655,,,865015,CARLOS,xp-Cdb-4,2.4638191582401,4,35
149,xp-Cdb-5-99999999994,xp,Cdb,Cdb,184,2022-12-04,0,86,2020-01-30,2751,,,506184,CARLOS,xp-Cdb-5,1.4417620929054489,5,35
150,xp-Cdb-6-99999999994,xp,Cdb,Cdb,165,2024-07-05,0,74,2021-06-05,9484,,,1564860,CARLOS,xp-Cdb-6,4.457185190966172,6,35
151,xp-Cdb-7-99999999994,xp,Cdb,Cdb,183,2023-04-29,0,5,2021-07-20,8712,,,1594296,CARLOS,xp-Cdb-7,4.54102764542298,7,35
152,xp-Lci-0-99999999994,xp,Lci,Lci,231,2023-09-10,0,12,2020-04-19,3415,,,788865,CARLOS,xp-Lci-0,2.246921383172635,32,35
153,xp-Lci-1-99999999994,xp,Lci,Lci,121,2023-10-22,0,50,2021-01-07,2956,,,357676,CARLOS,xp-Lci-1,1.0187672829288348,33,35
154,xp-Lci-2-99999999994,xp,Lci,Lci,171,2023-10-12,0,65,2019-09-26,5900,,,1008900,CARLOS,xp-Lci-2,2.8736462937040828,34,35
155,xp-Lci-3-99999999994,xp,Lci,Lci,189,2024-06-25,0,87,2021-07-12,9055,,,1711395,CARLOS,xp-Lci-3,4.874560312036573,35,35
156,xp-Lci-4-99999999994,xp,Lci,Lci,173,2024-01-29,0,71,2019-12-12,1605,,,277665,CARLOS,xp-Lci-4,0.7908722352476402,36,35
157,xp-Lci-5-99999999994,xp,Lci,Lci,79,2022-10-10,0,26,2020-08-13,4073,,,321767,CARLOS,xp-Lci-5,0.9164878055171787,37,35
158,xp-Lci-6-99999999994,xp,Lci,Lci,96,2023-03-06,0,77,2020-05-08,885,,,84960,CARLOS,xp-Lci-6,0.24199126683823854,38,35
159,xp-Lci-7-99999999994,xp,Lci,Lci,236,2023-05-10,0,93,2020-09-05,634,,,149624,CARLOS,xp-Lci-7,0.4261735088206757,39,35
160,xp-Lca-0-99999999994,xp,Lca,Lca,118,2023-12-13,0,98,2020-11-27,2782,,,328276,CARLOS,xp-Lca-0,0.9350273671444161,24,35
161,xp-Lca-1-99999999994,xp,Lca,Lca,78,2022-09-12,0,98,2020-07-23,1218,,,95004,CARLOS,xp-Lca-1,0.270599556434793,25,35
162,xp-Lca-2-99999999994,xp,Lca,Lca,75,2023-08-31,0,25,2020-12-12,4241,,,318075,CARLOS,xp-Lca-2,0.9059718950043871,26,35
163,xp-Lca-3-99999999994,xp,Lca,Lca,136,2023-04-22,0,57,2020-01-16,4880,,,663680,CARLOS,xp-Lca-3,1.890357391421871,27,35
164,xp-Lca-4-99999999994,xp,Lca,Lca,79,2024-06-15,0,24,2020-01-07,8518,,,672922,CARLOS,xp-Lca-4,1.9166813472613131,28,35
165,xp-Lca-5-99999999994,xp,Lca,Lca,211,2023-08-29,0,40,2019-09-21,9609,,,2027499,CARLOS,xp-Lca-5,5.774918214727658,29,35
166,xp-Lca-6-99999999994,xp,Lca,Lca,127,2022-10-18,0,24,2019-10-31,3085,,,391795,CARLOS,xp-Lca-6,1.1159483096855893,30,35
